"video_id","author_unique_id","author_nickname","signature","is_brand_representative","brand_name","brand_confidence","analysis_details"
"7442160950284750123","lyndsbro_","Lyndsay Mckay","Creator: Lyndsay Mckay","False","","0.9","The bio ""Creator: Lyndsay Mckay"" indicates a personal account. There are no company emails, brand names, product promotions, or business keywords to suggest representation of a specific brand or company."
"7522595442341760311","sheriecewebbcampb","Sheriece Webb","Creator: Sheriece Webb","False","","0.9","The username, display name, and bio are all personal identifiers (""Creator: Sheriece Webb""). There are no company emails, brand names, promotional language, or business-related keywords to suggest brand representation."
"7442101250541276446","hanshappyfinds","Han | lifestyle & shopping 🛍️","Creator: Han | lifestyle & shopping 🛍️","False","","0.8","The profile uses a personal name (""Han"") and describes a common influencer niche (""lifestyle & shopping""). There are no company names, official brand affiliations, or business-specific keywords indicating they represent a single specific brand. They appear to be an independent content creator."
"7518771613815491854","natasha8930","Natasha","Creator: Natasha","False","","0.95","The username 'natasha8930', display name 'Natasha', and bio 'Creator: Natasha' are all generic and personal, showing no indicators of representing a specific brand or company. There are no business-related keywords, product mentions, or company identifiers."
"7495848630084062506","punch_comics","Punch Draws","Creator: Punch Draws","False","","0.8","The creator's username, display name, and bio consistently point to ""Punch Draws"" as the individual's personal creative moniker or identity, similar to an artist signing their work. There are no indicators of affiliation with an external commercial brand, company, or product beyond their own creative output. This aligns with a personal content creator profile."
"7453104638338796842","angxrose","Angela x Rose","Creator: Angela x Rose","False","","0.9","The bio ""Creator: Angela x Rose"" suggests a personal creator or an alias, with no company email, brand keywords, or product promotion language to indicate representation of an external brand or company."
"7513760668189773102","rachelemckinney0","RacheleMcKinney | Mama🎀🩷","Creator: RacheleMcKinney | Mama🎀🩷","False","","0.95","The username, display name, and bio all point to a personal account (""RacheleMcKinney,"" ""Mama""). There are no indicators such as company emails, brand names, product promotion language, or mentions of partnerships, suggesting it is a personal content creator profile."
"7519671412882214175","thebrandnurse_official","The bRaNd Nurse","Creator: The bRaNd Nurse","True","The Brand Nurse","0.95","The username includes ""_official"", and both the display name and bio explicitly state ""The Brand Nurse"" as the creator/entity. This strongly indicates the creator is representing their own personal brand or a service named ""The Brand Nurse."""
"7462196163291385134","salina.draws","Salina Draws","Creator: Salina Draws","False","","0.9","The username, display name, and bio all indicate a personal content creator or personal brand named ""Salina Draws."" There are no keywords, company names, or promotional language to suggest they represent an external brand or company."
"7456511527269453087","voyagewithvero","Veronica 🌸🌻🌺","Creator: Veronica 🌸🌻🌺","False","","1.0","The username ""voyagewithvero"" and display name ""Veronica"" are personal names. The bio ""Creator: Veronica"" explicitly indicates a personal content creator rather than a brand or company. No brand indicators such as company emails, business keywords, or promotional language were found."
"7464704830330735902","stationeryous","stationeryous","Creator: stationeryous","False","","0.6","The profile information (username, display name, bio) simply repeats ""stationeryous"" with ""Creator: stationeryous."" There are no indicators such as company emails, official brand account mentions, business-related keywords (beyond ""Creator,"" which is generic), product promotion language, brand partnership mentions, or links to external company websites. This suggests the profile belongs to an individual content creator using ""stationeryous"" as their online identity, rather than representing a distinct commercial brand or company."
"7515776742393515310","kali.speaks","YOUTUBE📸:kali.speaks","Creator: YOUTUBE📸:kali.speaks","False","","0.9","The profile explicitly links to and promotes the creator's personal YouTube channel ""kali.speaks"". There are no indicators of affiliation with an external company, product, or service beyond using YouTube as a platform for their own content."
"7488110185718795566","thisuniquevibe","Thisuniquevibe","Creator: Thisuniquevibe","False","","0.9","The username, display name, and bio are all consistent and state ""Creator: Thisuniquevibe,"" indicating the account is a personal content creator rather than representing an external brand or company. There are no brand names, product promotions, business keywords, or contact information present."
"7517984458365029646","alifestyleofpractice","Morgan Elizabeth 💛","Creator: Morgan Elizabeth 💛","False","","0.9","The username ""alifestyleofpractice"" suggests a personal philosophy or theme. The display name ""Morgan Elizabeth"" and bio ""Creator: Morgan Elizabeth"" clearly identify this as a personal account for an individual content creator, not an external company or brand. No company names, product promotion language, or business identifiers are present."
"7461046273878068523","essynotes","essynotes✨","Creator: essynotes✨","False","","0.9","The username, display name, and bio consistently refer to ""essynotes"" as a creator, suggesting a personal content creator rather than an official account for an external company or product. No brand-related keywords, contact info, or promotion language are present."
"7502243656708197678","mandi.blank","Mandi ✨Mama✨GiGi✨","Creator: Mandi ✨Mama✨GiGi✨","False","","0.95","The profile details are personal, focusing on family roles (""Mama,"" ""GiGi"") and identifying as an individual ""Creator."" There are no company emails, brand names, product promotions, or business-related keywords to suggest brand representation."
"7520729213603712287","chels_eats","Chels_eats","Creator: Chels_eats","False","","0.9","The bio ""Creator: Chels_eats"" identifies the user as a content creator using their personal handle. There are no indicators such as company emails, business keywords, product promotion language, or brand partnership mentions to suggest they represent an external brand or company."
"7473740914947640622","leniealexisdesigns","Lenie Alexis 🌟 Designs","Creator: Lenie Alexis 🌟 Designs","True","Lenie Alexis Designs","0.95","The username, display name, and bio consistently identify ""Lenie Alexis Designs"" as the creator, indicating it is a specific brand or business entity focused on design."
"7518119582444326157","wacomelon","Wacomelon","Creator: Wacomelon","True","Wacom","0.9","The username and display name ""wacomelon"" are a clear play on the ""Wacom"" brand name, strongly suggesting the creator either represents, promotes, or is heavily associated with Wacom products."
"7517083944899104031","freakaz0id.artz","Avery‼️","Creator: Avery‼️","False","","1.0","The username ""freakaz0id.artz"" suggests a personal art account, and the display name ""Avery‼️"" along with the bio ""Creator: Avery‼️"" strongly indicate an individual content creator rather than a brand or brand representative. No brand-specific keywords, company emails, or promotional language are present."
"7483683676472003870","shagisabadword","Shagisabadword","Creator: Shagisabadword","False","","0.9","The username, display name, and bio are identical and self-referential (""Creator: Shagisabadword""). There are no company emails, official brand names, product mentions, partnership language, or business keywords, indicating a personal account rather than a representative of an external brand."
"7518071600739077389","cozykaily","kaily ☻","Creator: kaily ☻","False","","0.8","The username, display name, and bio are all personal (kaily ☻, cozykaily). The bio simply states ""Creator: kaily ☻,"" indicating a personal content creator, not an official representative or promoter of a specific company or product. No brand-specific keywords, emails, or company names are present."
"7514627355009305902","debudagamisubba","Magarni Kanchi 😍❤️","Creator: Magarni Kanchi 😍❤️","False","","0.95","The profile uses a personal display name and bio with no business-related keywords, company emails, or product promotion language. It appears to be a personal content creator account."
"7464365337069260063","novelandjelly","Amber","Creator: Amber","False","","0.9","The username ""novelandjelly"" and display name ""Amber"" combined with the bio ""Creator: Amber"" strongly suggest this is a personal account for an individual creator. There are no indicators of brand affiliation, company emails, promotional language, or business keywords."
"7462786927247232298","takyraturner","MRS.TAKYRA TURNER✨","Creator: MRS.TAKYRA TURNER✨","False","","0.9","The profile uses a personal name (MRS.TAKYRA TURNER) in the username, display name, and bio, and identifies as a ""Creator"" without any mention of specific brands, products, services, or company affiliations."
"7498040575476632862","sakurachocolate","Octavia Hellscythe","Creator: Octavia Hellscythe","False","","0.95","The profile information (username, display name, and bio ""Creator: Octavia Hellscythe"") indicates a personal creator. There are no keywords, company names, or promotional language suggesting representation of a specific brand or business."
"7498560915650956587","jaycie_rose","jaycie rose🎀","Creator: jaycie rose🎀","False","","0.95","The bio ""Creator: jaycie rose🎀"" indicates a personal content creator account. There are no company emails, official brand accounts, business-related keywords, product promotion language, or brand partnership mentions in the provided profile information."
"7455442889984724255","paiged1203","Paige ❤️","Creator: Paige ❤️","False","","0.9","The creator's username, display name, and bio are all personal (""Paige ❤️"", ""Creator: Paige ❤️"") and contain no indicators of brand representation such as company emails, specific brand names, product promotion language, or business-related keywords."
"7498754397720169771","ashley_bitchhh","Ashley| single autism mama/tts","Creator: Ashley| single autism mama/tts","False","","0.0","Analysis failed"
"7496293944985357614","itsnancymelendez","Nancy Melendez","Creator: Nancy Melendez","False","","0.9","The profile information consists solely of a personal name and a generic self-description (""Creator: Nancy Melendez""), with no indication of specific brand affiliation, company emails, product promotion, or business keywords."
"7449775781200383262","baby_jayy97","✨Jaylyn Marie✨","Creator: ✨Jaylyn Marie✨","False","","0.9","The profile information (display name and bio) clearly indicates a personal content creator named Jaylyn Marie. There are no business-related keywords, company emails, product promotion language, or brand partnership mentions to suggest brand representation."
"7511372313565203758","allen.xinyu","Allen.yu","Creator: Allen.yu","False","","1.0","The profile information (username, display name, bio ""Creator: Allen.yu"") strongly suggests a personal creator, not a representative of an external brand or company. There are no indicators like company emails, official brand names, business-related keywords, or product promotion language."
"7488755817517305134","jfaith31","Jfaith","Creator: Jfaith","False","","1.0","The bio ""Creator: Jfaith"" is generic and provides no specific brand name, company email, product promotion language, or other indicators of brand representation. The username and display name appear to be personal."
"7469592755766054190","forevercraftingwithjess","Forever Crafting with Jess","Creator: Forever Crafting with Jess","False","","0.7","The username, display name, and bio all consistently indicate a personal content creator's handle (""Forever Crafting with Jess"") focused on a specific niche (crafting). There are no indicators of this creator representing, working for, or promoting an external brand or company beyond their own creator identity."
"7515813255743360298","teachwithmx.ram","teachwithmx.ram","Creator: teachwithmx.ram","False","","0.9","The username, display name, and bio are identical and identify the user as a ""Creator"" with a personal-sounding handle. There are no clear indicators like company emails, brand names, product promotion, or partnership mentions to suggest they represent an external brand or company. It appears to be an individual content creator's profile."
"7513379669794688286","feliciasaffer","Felicia Saffer","Creator: Felicia Saffer","False","","0.9","The username, display name, and bio all use a personal name (""Felicia Saffer"") and do not include any company names, product promotion language, or business-related keywords. The term ""Creator"" identifies the individual as a content creator, not a representative of a specific brand or company."
"7513951370911796511","torigirl4126","LivinInToriTopia | Boy mama💙","Creator: LivinInToriTopia | Boy mama💙","False","","0.8","The name ""LivinInToriTopia"" appears to be a personal brand or content theme, further supported by ""Boy mama."" There are no indicators of representing an external company, such as company emails, official brand names, or product promotion language."
"7453464545328254239","punkydoodleart","Punky Doodle Art","Creator: Punky Doodle Art","True","Punky Doodle Art","0.9","The creator consistently uses ""Punky Doodle Art"" across their username, display name, and bio, indicating this is their personal brand, artistic identity, or a small business they represent and promote."
"7447714783840750878","letterswithlandri","Landri | Teacher Handwriting","Creator: Landri | Teacher Handwriting","False","","0.0","Analysis failed"
"7494722878559030558","jo.moomjian","JoAnna | BSN, RN","Creator: JoAnna | BSN, RN","False","","0.9","The display name and bio indicate personal professional credentials (BSN, RN) and identify the individual as a ""Creator,"" rather than associating with or promoting a specific company, product, or service brand."
"7453625397050101022","moonjelly.dreams","🌙moonjelly.dreams✨","Creator: 🌙moonjelly.dreams✨","False","","0.9","The username, display name, and bio consistently refer to ""moonjelly.dreams"" as the creator, with no mention of other companies, products, or brand affiliations. There are no indicators of representing an external brand."
"7472941410950434094","ginas4sun","Gina🌻Here for real life stuff","Creator: Gina🌻Here for real life stuff","False","","0.9","The username, display name, and bio (""Here for real life stuff"") strongly suggest a personal account sharing general content, not representing or promoting a specific brand, company, or product. No brand names, business keywords, or promotional language are present."
"7467287346845633822","annalifeunedited","Anna | WFH Life & Desk Setup","Creator: Anna | WFH Life & Desk Setup","False","","0.9","The bio ""Creator: Anna"" and description ""WFH Life & Desk Setup"" indicate an individual content creator focusing on a specific niche. There are no indicators of her representing, working for, or promoting a specific commercial brand or company as an official account."
"7489318156289183007","cheesekteo_usa","CheeseKteo_usa","Creator: CheeseKteo_usa","True","CheeseKteo","0.95","The username and display name ""cheesekteo_usa"" with the ""_usa"" suffix strongly indicate an official regional account for a brand named ""CheeseKteo"". The bio ""Creator: CheeseKteo_usa"" reinforces that this account directly represents this brand."
"7517496552848395551","thelopezfamof3","San&Susan","Creator: San&Susan","False","","0.9","The username, display name, and bio describe individuals (San & Susan) and a family account, not a company or specific brand. There are no brand-related keywords, company emails, product mentions, or partnership indicators."
"7452890508981964078","jchelly","Creative Crafts By Jchell","Creator: Creative Crafts By Jchell","False","","0.85","The display name and bio ""Creative Crafts By Jchell"" indicate a personal brand or a small business operated directly by the creator themselves. The ""By Jchell"" signifies personal ownership and creation, rather than representing or promoting an external corporate brand or company."
"7457296848340929838","msjflo","Jackelyn✨","Creator: Jackelyn✨","False","","0.9","The username, display name, and bio all suggest a personal content creator named Jackelyn. The bio explicitly states ""Creator: Jackelyn✨"", which reinforces that she is an individual creator, not representing an external brand. There are no indicators of brand affiliation, company emails, product promotion, or business keywords."
"7519685852147027230","jocelyn_j101","Jocelyn💋","Creator: Jocelyn💋","False","","0.9","The profile information is personal (username, display name, and bio) with no indicators such as company emails, brand names, business-related keywords, or product promotion language to suggest representation of a specific brand or company."
"7516733629402221855","chalodrawing5","Chalo Draw","Creator: Chalo Draw","False","","0.9","The username, display name, and bio all refer to ""Chalo Draw,"" indicating a personal creator identity or a personal brand rather than representation of an external company or product. No company emails, official brand accounts, or promotional language were found."
"7520407817942011166","supermoonsparkles","Super Moon Sparkles","Creator: Super Moon Sparkles","False","","0.8","The username, display name, and bio ""Creator: Super Moon Sparkles"" are consistent and indicate that ""Super Moon Sparkles"" is the creator themselves, likely a personal brand or content creator. There are no indicators such as company emails, business keywords, or product promotion language that suggest they represent an external brand or company."
"7518864684037049631","ur_fav_homegirl87","Ur_Fav_Homegirl87✝️","Creator: Ur_Fav_Homegirl87✝️","False","","0.9","The profile only contains the creator's personal handle in the username, display name, and bio, with no indicators of brand representation, product promotion, or business affiliations."
"7521187197253422366","shrijana282","Shrijana Bhattarai","Creator: Shrijana Bhattarai","False","","0.9","The username, display name, and bio are all personal, identifying the creator by their own name. There are no business-related keywords, company descriptions, or promotional language indicating brand representation."
"7443527122674699566","apemarie5","April Marie","Creator: April Marie","False","","0.9","The bio ""Creator: April Marie"" identifies April Marie herself as the content creator, rather than indicating she represents or promotes a specific brand or company. No brand-specific keywords, emails, or company names are present."
"7507279836470086954","idea_abc05","idea_abc05","Creator: idea_abc05","False","","0.9","The username, display name, and bio are all identical and self-referential (""Creator: idea_abc05""), providing no business-related keywords, product promotion, or brand mentions. There is no information to suggest they represent a specific brand or company."
"7455027319032319278","salli_boymama","Salli | Boy Mama","Creator: Salli | Boy Mama","False","","0.9","The username, display name, and bio are all personal descriptors (""Salli,"" ""Boy Mama"") and do not contain any brand names, company emails, business keywords, or product promotion language. The term ""Creator"" is generic and does not imply brand representation."
"7455004577876790571","acraftbyash","Ash | Wife & Girl Mom","Creator: Ash | Wife & Girl Mom","False","","0.0","Analysis failed"
"7486243844607020334","it.s_carlos_","Carlos","Creator: Carlos","False","","0.9","The provided bio ""Creator: Carlos"" and the username/display name offer no specific brand names, business keywords, company emails, or promotional language to indicate brand representation. It appears to be a personal content creator."
"7512264181383662894","deliamooon","Delia","Creator: Delia","False","","1.0","The username, display name, and bio (""Creator: Delia"") all indicate an individual content creator named Delia, rather than a representative or official account for a specific brand or company. No brand-related keywords, emails, or promotions are present."
"7466590456692935982","journaleuphoria","journaleuphoria","Creator: journaleuphoria","False","","0.9","The username, display name, and bio are all self-referential (""journaleuphoria"" and ""Creator: journaleuphoria""), indicating a personal content creator rather than an official brand or a creator representing a distinct company. No brand names, product promotions, or business contact info are present."
"7498765748685557038","nurserhen_tts","Rhen | Working Mom🌟 TTS finds","Creator: Rhen | Working Mom🌟 TTS finds","False","","0.0","Analysis failed"
"7449004511600921898","thereallifehac","LIFEHAC (life-hack)","Creator: LIFEHAC (life-hack)","True","LIFEHAC","0.9","The creator's username, display name, and bio all consistently use ""LIFEHAC"" and explicitly state ""Creator: LIFEHAC"", strongly indicating that ""LIFEHAC"" is the brand or branded content entity this profile represents."
"7449387744691817759","stacyramey456","Stacy Renee🤍","Creator: Stacy Renee🤍","False","","0.9","The bio ""Creator: Stacy Renee🤍"" identifies the user as a content creator but provides no company email, brand names, product promotion, or business-related keywords to suggest representation of an external brand or company."
"7497741158815321390","yamina0316","💫✨yamina0316✨💫","Creator: 💫✨yamina0316✨💫","False","","0.95","The profile uses a personal-looking username, display name, and bio. There are no company emails, business keywords, product promotion language, or any other indicators suggesting representation of a specific brand or company."
"7440644633127898410","fungraffiti","graffitiforfun","Creator: graffitiforfun","False","","0.95","The username, display name, and bio are consistent with a personal creator account focused on graffiti as a hobby. There are no indications of a specific brand, company emails, business-related keywords, or product promotion language."
"7516384835120696606","writechpens","WRITECH","Creator: WRITECH","True","WRITECH","1.0","The display name is the brand name ""WRITECH"", the username ""writechpens"" includes the brand name and product, and the bio explicitly states ""Creator: WRITECH"", indicating direct brand representation."
"7481291922196139306","abrittcreative","ᴀʙʀɪᴛᴛᴄʀᴇᴀᴛɪᴠᴇ📓","Creator: ᴀʙʀɪᴛᴛᴄʀᴇᴀᴛɪᴠᴇ📓","False","","0.9","The username, display name, and bio all use ""abrittcreative,"" suggesting a personal creator or a solo creative venture. There are no indicators of representing an external brand or company, such as specific product names, company emails, or official brand affiliations."
"7468372109278874910","raeeeeee26","Raeeeeee✨","Creator: Raeeeeee✨","False","","1.0","The username and display name are personal. The bio ""Creator: Raeeeeee✨"" suggests the individual is a content creator identified by their personal name, rather than representing a specific brand or company. No brand names, product promotions, company emails, or business-related keywords are present."
"7504645814405467438","homeschoolingmommaof4","Homeschoolingmomma","Creator: Homeschoolingmomma","False","","0.9","The username, display name, and bio are highly personalized, indicating a content creator focused on a personal lifestyle niche (homeschooling). There are no company emails, brand names, product promotion language, or business-related keywords present to suggest representation of an external brand or company."
"7514101285650435358","erinchowder","Erin","Creator: Erin","False","","1.0","The bio ""Creator: Erin"" along with a personal username and display name indicates an individual content creator, not a representative of a specific brand or company. No brand-related keywords, emails, or product promotions are present."
"7247237277586394411","lecturehelp101","StudyHelp101","Creator: StudyHelp101","False","","0.2","The username, display name, and bio consistently use ""StudyHelp101"" as a personal brand for a content creator. There are no indicators of a formal company, app, or specific product promotion beyond a self-identified creator persona."
"7365022080292670753","iphonephotographyschool","iPhone Photography School","Creator: iPhone Photography School","True","iPhone Photography School","1.0","The username, display name, and bio all explicitly state ""iPhone Photography School,"" indicating it is the official account for this educational brand or service."
"7448704790252604702","corinrap","CORIN💜💚","Creator: CORIN💜💚","False","","0.9","The username, display name, and bio all refer to ""CORIN💜💚"" as a ""Creator"" without any explicit brand names, company emails, business-related keywords, or product promotion language. This indicates an individual content creator rather than someone representing an external brand or company."
"7221306592556256517","thefishermansdaughters","The Fisherman’s Daughters","Creator: The Fisherman’s Daughters","True","The Fisherman’s Daughters","1.0","Username, display name, and bio are all consistent, identifying ""The Fisherman’s Daughters"" as the creator entity and self-identified brand. They represent themselves as a brand."
"7515918973448326443","shop_with_delia","Delia | Mom Things 🦩","Creator: Delia | Mom Things 🦩","False","","0.0","Analysis failed"
"7177596807407553835","dr._earwax","Dr. Earwax","Creator: Dr. Earwax","False","","0.9","The profile consistently identifies ""Dr. Earwax"" as the creator's own persona or personal brand. There are no indicators such as company emails, external brand names, product promotion language, or brand partnership mentions that suggest they represent, work for, or promote a specific external brand or company."
"7454448862271376682","queen__knight","Kyla ✨️🤍➕️ TX Mama","Creator: Kyla ✨️🤍➕️ TX Mama","False","","0.9","The display name and bio use personal descriptors (""Kyla"", ""TX Mama"") and identify the user as an individual ""Creator"" rather than an official representative of a specific brand or company. No brand names, company emails, or promotional language are present."
"7485056124115307798","mayaspirationn","Mayaspirationn","Creator: Mayaspirationn","False","","0.9","The username, display name, and bio (""Creator: Mayaspirationn"") are all self-referential, strongly indicating a personal content creator rather than a representative of an external company or brand. There are no indicators like company emails, external brand names, or product promotion."
"7324672274727013638","house_of_toys254","House of Toys","Creator: House of Toys","True","House of Toys","0.95","The username, display name, and bio consistently identify ""House of Toys"" as the entity this creator represents. The bio ""Creator: House of Toys"" explicitly states their affiliation with this specific brand, which sounds like a retail business."
"7456453680800222496","healthwithnyrah","Healthwithnyrah","Creator: Healthwithnyrah","False","","0.8","The username, display name, and bio ""Creator: Healthwithnyrah"" strongly suggest a personal content creator building a presence around their name and health content, rather than representing an external company or promoting a specific brand's products/services. No typical brand indicators such as company emails, official product names, or business descriptions are present."
"7234553481414085931","joellemasterson","Joelle Masterson","Creator: Joelle Masterson","False","","1.0","The bio ""Creator: Joelle Masterson"" simply identifies the individual creator. There are no indicators such as company emails, brand names, business-related keywords, or product promotion language to suggest brand representation."
"7193103994225511723","careercoachki","careercoachki","Creator: careercoachki","False","","0.9","The username and display name ""careercoachki"" suggest an individual providing career coaching services. There are no indicators (company email, specific company name, product promotion for an external entity, or brand partnerships) to suggest they represent or work for a specific brand or company, distinct from their own personal practice. They appear to be a self-employed professional, where ""careercoachki"" is their personal brand, not a brand they represent."
"7294986605901794566","ha.traders.01","HA TRADERS OFFICIAL","Creator: HA TRADERS OFFICIAL","True","HA TRADERS","0.95","The username ""ha.traders.01"", display name ""HA TRADERS OFFICIAL"", and bio ""Creator: HA TRADERS OFFICIAL"" all explicitly state the brand name ""HA TRADERS"" and use the term ""OFFICIAL"", strongly indicating it is an official brand representative account."
"7214555116869913898","gadgetcontrol","Gadget Control","Creator: Gadget Control","True","Gadget Control","0.9","The creator's username, display name, and bio all consistently use ""Gadget Control,"" indicating that ""Gadget Control"" is the brand name or the specific entity they represent. The bio ""Creator: Gadget Control"" suggests this is the primary identity being promoted."
"7426078397446606085","thinkcreativehandiworks","ThinkCreative Handiworks","Creator: ThinkCreative Handiworks","True","ThinkCreative Handiworks","0.95","The creator's username, display name, and bio consistently identify ""ThinkCreative Handiworks"" as the entity. The bio ""Creator: ThinkCreative Handiworks"" explicitly states the creator is associated with this entity, which likely represents a brand or business specializing in handmade goods (""Handiworks"")."
"7456472765546237206","laraswayfare","Lara | travel & outdoors","Creator: Lara | travel & outdoors","False","","0.0","Analysis failed"
"7466176484361702702","brujaperfumelab","Bruja Perfume Lab","Creator: Bruja Perfume Lab","True","Bruja Perfume Lab","1.0","The username, display name, and bio all consistently name ""Bruja Perfume Lab,"" strongly indicating this is the official account for a business or brand specializing in perfumes."
"7116161138630429998","iamjadaporter","JLP","Creator: JLP","True","JLP","0.9","The display name and bio explicitly state ""JLP"" as the creator, indicating that ""JLP"" is the specific personal brand or entity they represent."
"7248199060421676293","sabilarchivez","sAb¡L ꩜ .ᐟ","Creator: sAb¡L ꩜ .ᐟ","False","","0.9","The username ""sabilarchivez"" and display name ""sAb¡L ꩜ .ᐟ"" are highly stylized and personal, with no indication of a company, product, or service. The bio ""Creator: sAb¡L ꩜ .ᐟ"" simply re-states their personal handle, lacking any business-related keywords or promotional language."
"7320741655609347374","shantylstevenson","Shantyl Stevenson","Creator: Shantyl Stevenson","False","","0.9","The username, display name, and bio all indicate a personal account for an individual creator named Shantyl Stevenson, with no mention of any brand, company, or product affiliation."
"7347016558524271915","ari.tamayo","arianna tamayo","Creator: arianna tamayo","False","","0.9","The username, display name, and bio are all personal names (""ari.tamayo"", ""arianna tamayo"", ""Creator: arianna tamayo""). There are no indicators such as company emails, business keywords, product promotion, or brand partnership mentions to suggest representation of a specific brand."
"7163850235318373674","justagirlinthemidwest","Justagirlinthemidwest","Creator: Justagirlinthemidwest","False","","0.9","The username, display name, and bio all indicate a personal content creator. There are no business-related keywords, company emails, product promotions, or brand partnership mentions that would suggest representation of a specific brand or company. The bio simply identifies the creator by their handle."
"7521772885162216735","thestudygirlyy","gia studies!","Creator: gia studies!","False","","0.9","The username, display name, and bio (""Creator: gia studies!"") all indicate a personal content creator focused on study-related content, rather than representing an official brand or company. No brand names, company emails, product promotion, or business-related keywords are present."
"7065638031360888070","rate_my_portfolio","James","Creator: James","False","","0.9","The username ""rate_my_portfolio"" and bio ""Creator: James"" strongly suggest an individual seeking feedback on their personal work or portfolio, not a representative of a specific brand or company. There are no business-related keywords, company names, or product promotion language present."
"7226429781250805035","grays.plan","GraysPlan","Creator: GraysPlan","True","GraysPlan","0.9","The username, display name, and bio (Creator: GraysPlan) all consistently point to ""GraysPlan"" as the specific entity or brand being represented by this account. This suggests the account is the official presence for the ""GraysPlan"" brand."
"7244425590294449409","syi.fxx","Syifaa Nordin","Creator: Syifaa Nordin","False","","0.9","The username, display name, and bio all indicate a personal account for a content creator named Syifaa Nordin, with no specific brand affiliation or company representation mentioned."
"7512462500969975047","paketinakujungwon","Luthry || Study & Notes","Creator: Luthry || Study & Notes","False","","0.9","The profile explicitly states ""Creator: Luthry"" and describes their content as ""Study & Notes,"" indicating a personal content creator rather than an official representative or account for a specific brand or company. No brand names, product promotions, or company contact details are present."
"7437217276878900526","jacquelineosull","Jacqueline","Creator: Jacqueline","False","","0.9","The bio ""Creator: Jacqueline"" is generic and does not contain any brand-specific keywords, company names, promotional language, or contact information that would suggest brand representation. It appears to be a personal creator profile."
"7486915302794464542","maya.minutes","Maya Wald","Creator: Maya Wald","False","","0.9","The username, display name, and bio all indicate an individual content creator (Maya Wald), not a specific brand or company. No brand-related keywords or promotional language found."
"7103320456140393774","studymoofin","studymoofin ౨ৎ","Creator: studymoofin ౨ৎ","False","","0.9","The profile consistently refers to ""studymoofin"" as a creator, with no indicators such as company emails, official brand names, business keywords, or product promotion language that would suggest representation of an external brand or company. It appears to be a personal content creator account."
"7484771583110778117","ramez.ai","ramez.ai","Creator: ramez.ai","False","","0.9","The username, display name, and bio consistently identify ""ramez.ai"" as the creator entity itself. There are no indicators (company emails, official brand accounts, product promotion language, partnerships) suggesting that ""ramez.ai"" represents, works for, or promotes a separate, external brand or company. The bio ""Creator: ramez.ai"" reinforces that ramez.ai is the self-defined creator."
"7411700282402360594","leo.note","Leo | Stationery @leo.note","Creator: Leo | Stationery @leo.note","True","Leo Note","0.9","The username @leo.note is repeated in the display name and bio, alongside the product category ""Stationery,"" strongly indicating that ""Leo Note"" functions as a personal brand or a small business focused on stationery products."
"7462279899517160725","studyfetchjeanne","studyfetchjeanne","Creator: studyfetchjeanne","True","Studyfetch","0.9","The username, display name, and bio all explicitly link the creator to ""studyfetch,"" which appears to be a product or service. The naming convention ""studyfetchjeanne"" strongly suggests an individual representative or dedicated creator for the ""Studyfetch"" brand."
"7046348136746437894","digitalthingsbyanna","Digital Things by Anna","Creator: Digital Things by Anna","True","Digital Things by Anna","0.9","The username, display name, and bio consistently point to ""Digital Things by Anna"" as a specific entity or personal brand. The phrase ""Digital Things"" implies products or services created and potentially sold by Anna under this name, indicating a business-oriented profile."
"7513645936539651370","karrikayy","Karri Kayy 🤍","Creator: Karri Kayy 🤍","False","","0.9","The profile uses a personal name (Karri Kayy) in the username, display name, and bio, explicitly stating ""Creator: Karri Kayy"". There are no indicators like company emails, brand names, product promotions, or business keywords to suggest representation of an external brand or company."
"6957637339799702785","notetaking03","Note taking","Creator: Note taking","False","","0.9","The username, display name, and bio are all very generic (""notetaking03"", ""Note taking"", ""Creator: Note taking""). They describe a content creator focused on the topic of note-taking, rather than an official brand, company, or specific product. There are no brand-specific keywords, company names, or promotional language present."
"7509854767913405738","tobiapproved","TrustTobi","Creator: TrustTobi","True","TrustTobi","0.9","The display name ""TrustTobi"" and the bio ""Creator: TrustTobi"" consistently present ""TrustTobi"" as a specific brand or personal service/entity that the creator is operating under and promoting. The username ""tobiapproved"" further supports this personal branding."
"7516947256411442487","pentrace4","pentrace","Creator: pentrace","False","","0.7","The bio ""Creator: pentrace"" indicates the account belongs to an individual or creative persona named pentrace, not a commercial brand or company. No brand-specific keywords, company emails, product promotion, or partnership mentions were found."
"7511456587886693675","studywith.avery","aves","Creator: aves","False","","0.9","The username ""studywith.avery"" indicates a personal account focused on study content. The display name ""aves"" and bio ""Creator: aves"" are informal and generic, lacking any company emails, official brand names, business keywords, or product promotion language that would suggest brand representation."
"7515161888062246175","stephshareslife","stephshareslife","Creator: stephshareslife","False","","0.8","The username, display name, and bio ""Creator: stephshareslife"" all suggest a personal content creator account rather than representation of a specific brand or company. There are no indicators like company emails, brand names, product promotion language, or partnership mentions."
"7507621137963060523","cindyminutes.ai","cindyminutesai","Creator: cindyminutesai","True","cindyminutesai","0.65","The username `cindyminutes.ai` strongly suggests an association with an AI-related product or service due to the common `.ai` domain extension used by AI companies. The display name and bio consistently refer to `cindyminutesai`, indicating this account likely represents a branded entity, service, or product rather than a purely personal account."
